,total_consumption,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions_clear,conditions_overcast,conditions_partiallycloudy,conditions_rain,conditions_rainovercast,conditions_rainpartiallycloudy,conditions_snowovercast,conditions_snowpartiallycloudy,conditions_snowrain,conditions_snowrainovercast,conditions_snowrainpartiallycloudy,day_length,is_holiday
2007-03-14,1793.364,157.522,346719.3,7585.2,3485.0,480.0,8607.0,14.2,5.2,9.6,14.2,3.2,8.5,3.5,69.1,0.0,0,0.0,0.0,0.0,29.8,16.8,12.2,1033.3,10.3,9.7,0.85,True,False,False,False,False,False,False,False,False,False,False,11.777222222222223,False
2007-03-15,1884.814,159.326,346003.91,7953.4,0.0,3263.0,11036.0,14.7,4.4,9.3,14.7,2.8,8.4,2.1,61.9,0.0,0,0.0,0.0,0.0,22.2,11.6,349.2,1028.9,3.6,9.9,0.88,True,False,False,False,False,False,False,False,False,False,False,11.8375,False
2007-03-16,1702.054,130.208,344919.07,7189.0,1106.0,4604.0,5370.0,12.7,3.2,7.8,12.7,0.6,7.0,3.2,73.9,0.0,0,0.0,0.0,0.0,29.8,15.4,316.3,1028.2,44.5,9.5,0.91,False,False,True,False,False,False,False,False,False,False,False,11.8975,False
2007-03-17,2028.09,127.068,343043.5,8562.4,2208.0,359.0,12275.0,11.3,7.2,9.2,11.3,4.9,8.0,6.4,82.4,0.0,0,0.0,0.0,0.0,29.9,15.6,245.6,1026.0,88.0,12.4,0.95,False,False,True,False,False,False,False,False,False,False,False,11.957777777777778,False
2007-03-18,2371.046,241.45,347108.86,10091.4,6564.0,7369.0,5856.0,10.1,3.8,8.4,10.1,0.7,5.4,4.5,77.2,2.045,100,29.17,0.0,0.0,63.2,29.5,247.9,1010.6,86.1,14.5,0.98,False,False,False,False,False,True,False,False,False,False,False,12.018055555555556,False
2007-03-19,2152.518,144.764,346315.81,9046.0,1648.0,2686.0,14118.0,6.1,1.7,3.4,2.7,-2.9,-0.7,0.2,80.0,0.985,100,29.17,0.0,0.0,61.0,28.7,286.4,996.8,82.0,19.5,0.0,False,False,False,False,False,False,False,False,False,False,True,12.078055555555556,False
2007-03-20,2086.228,164.87,346774.52,8857.8,3745.0,2837.0,11255.0,7.0,0.8,3.3,4.6,-3.5,-0.7,0.3,81.3,0.762,100,33.33,0.0,0.0,53.9,28.5,337.5,1004.9,83.9,13.5,0.05,False,False,False,False,False,False,False,False,False,False,True,12.138055555555555,False
2007-03-21,2142.092,142.83,347020.77,8981.6,1865.0,4133.0,12335.0,7.3,1.9,4.1,3.3,-3.1,-0.2,0.2,75.8,1.154,100,20.83,0.0,0.0,49.1,26.4,338.9,1012.7,76.3,19.8,0.08,False,False,False,False,False,True,False,False,False,False,False,12.198333333333334,False
2007-03-22,1454.978,113.826,348139.48,6081.2,353.0,736.0,10462.0,8.8,3.9,5.4,5.7,0.1,2.0,-2.1,59.3,0.0,0,0.0,0.0,0.0,39.6,22.4,327.0,1015.8,74.3,21.5,0.11,False,False,True,False,False,False,False,False,False,False,False,12.258333333333333,False
2007-03-23,1309.008,119.488,347969.49,5477.4,1127.0,777.0,8369.0,5.6,0.6,3.8,2.6,-3.3,0.3,0.8,81.0,1.248,100,16.67,0.0,0.0,38.4,19.4,325.0,1011.8,77.0,9.9,0.15,False,False,False,False,False,True,False,False,False,False,False,12.31861111111111,False
2007-03-24,2968.43,191.024,345174.44,12532.8,3707.0,5797.0,16382.0,6.6,2.2,5.1,4.4,-1.0,1.7,3.2,87.6,2.291,100,25.0,0.0,0.0,45.5,24.9,353.5,1011.8,94.5,6.1,0.18,False,False,False,False,True,False,False,False,False,False,False,12.37861111111111,False
2007-03-25,3336.124,235.972,345407.14,13990.4,4630.0,3600.0,9358.0,9.4,6.0,7.4,7.0,3.5,5.0,3.2,76.2,2.746,100,12.5,0.0,0.0,34.1,20.4,67.3,1013.5,88.6,9.6,0.25,False,False,False,False,False,True,False,False,False,False,False,12.438611111111111,False
2007-03-26,1416.082,160.966,347525.01,6023.6,1088.0,344.0,9096.0,15.3,3.3,9.0,15.3,0.9,7.9,3.4,69.7,0.0,0,0.0,0.0,0.0,28.2,14.7,67.2,1015.5,10.9,12.7,0.25,True,False,False,False,False,False,False,False,False,False,False,12.498611111111112,False
2007-03-27,1105.14,151.726,346466.85,4747.0,0.0,3019.0,3697.0,16.8,5.5,11.2,16.8,5.0,11.1,4.4,65.7,0.0,0,0.0,0.0,0.0,20.8,10.4,27.1,1014.0,10.1,10.6,0.28,True,False,False,False,False,False,False,False,False,False,False,12.55861111111111,False
2007-03-28,2333.898,196.518,346240.24,9870.6,1122.0,8527.0,13888.0,17.7,5.3,11.1,17.7,4.8,10.9,4.6,66.3,0.642,100,29.17,0.0,0.0,40.4,16.0,172.6,1013.5,36.0,11.5,0.32,False,False,False,False,False,True,False,False,False,False,False,12.618611111111111,False
2007-03-29,1590.406,198.696,346372.83,6734.6,1162.0,460.0,10724.0,12.4,6.7,9.1,12.4,3.6,8.1,5.0,75.7,0.162,100,8.33,0.0,0.0,32.6,18.9,259.8,1013.2,75.0,8.9,0.35,False,False,False,False,False,True,False,False,False,False,False,12.678333333333333,False
2007-03-30,1402.394,181.12800000000001,347096.49,6033.0,1094.0,468.0,8217.0,7.2,3.2,5.1,7.2,0.9,3.5,2.4,83.0,3.021,100,37.5,0.0,0.0,34.2,16.5,171.8,1009.7,86.8,14.0,0.39,False,False,False,False,False,True,False,False,False,False,False,12.738333333333333,False
2007-03-31,3509.51,231.504,344535.51,14781.2,2620.0,7707.0,17682.0,7.8,2.5,5.6,6.8,0.8,4.1,3.1,83.8,0.64,100,12.5,0.0,0.0,21.4,12.2,49.1,1015.6,80.9,9.3,0.42,False,False,False,False,False,True,False,False,False,False,False,12.798055555555555,False
2007-04-01,2785.9519999999998,202.552,345635.26,11735.2,4629.0,5401.0,19509.0,16.1,7.0,11.0,16.1,5.2,10.4,5.8,72.3,0.0,0,0.0,0.0,0.0,35.5,22.0,70.0,1020.7,52.3,9.5,0.46,False,False,True,False,False,False,False,False,False,False,False,12.8575,False
2007-04-02,1960.778,174.336,346262.57,8226.2,1755.0,970.0,16641.0,19.1,8.7,13.7,19.1,7.4,13.4,5.7,60.3,0.0,0,0.0,0.0,0.0,34.6,17.9,49.6,1021.8,22.6,12.7,0.5,False,False,True,False,False,False,False,False,False,False,False,12.917222222222222,False
2007-04-03,1642.82,168.76,346327.14,6978.6,3630.0,1042.0,7637.0,13.5,6.7,10.5,13.5,3.2,9.0,3.3,61.6,0.0,0,0.0,0.0,0.0,59.8,31.5,7.9,1017.5,25.3,12.0,0.52,False,False,True,False,False,False,False,False,False,False,False,12.97638888888889,False
2007-04-04,2051.868,172.318,346077.77,8620.2,3434.0,420.0,14748.0,11.9,3.7,7.9,11.9,-1.1,5.1,-0.2,59.0,0.0,0,0.0,0.0,0.0,60.3,32.4,20.1,1016.9,24.8,19.5,0.56,False,False,True,False,False,False,False,False,False,False,False,13.035833333333333,False
2007-04-05,1844.078,244.538,347289.27,7907.8,1086.0,4277.0,10523.0,15.8,4.1,10.0,15.8,1.2,8.7,-0.7,49.6,0.0,0,0.0,0.0,0.0,38.0,20.5,22.2,1020.5,58.6,20.2,0.59,False,False,True,False,False,False,False,False,False,False,False,13.095,False
2007-04-06,1601.14,143.214,347305.61,6751.6,0.0,5466.0,9166.0,19.3,6.6,12.9,19.3,4.4,12.2,4.8,60.8,0.0,0,0.0,0.0,0.0,29.1,15.5,12.6,1021.8,22.8,10.9,0.63,False,False,True,False,False,False,False,False,False,False,False,13.154166666666667,False
2007-04-07,1553.924,138.73,346145.17,6573.0,1127.0,3111.0,5923.0,15.9,6.1,11.0,15.9,3.1,9.9,4.3,65.6,0.0,0,0.0,0.0,0.0,43.7,26.0,16.1,1023.3,27.3,11.0,0.66,False,False,True,False,False,False,False,False,False,False,False,13.213055555555556,False
2007-04-08,1608.816,135.882,346102.82,6796.6,0.0,485.0,3545.0,16.6,6.2,11.1,16.6,3.0,10.0,2.0,55.7,0.0,0,0.0,0.0,0.0,36.8,21.0,39.5,1023.6,4.2,18.7,0.69,True,False,False,False,False,False,False,False,False,False,False,13.272222222222222,False
2007-04-09,1000.92,160.10999999999999,346392.7,4283.4,2667.0,514.0,3801.0,19.0,6.5,12.8,19.0,5.5,12.5,2.8,53.0,0.0,0,0.0,0.0,0.0,26.2,13.4,346.0,1020.3,5.2,20.0,0.73,True,False,False,False,False,False,False,False,False,False,False,13.330833333333333,True
2007-04-10,777.364,148.94,346771.73,3380.2,209.0,742.0,2572.0,19.2,7.6,13.7,19.2,6.6,13.5,5.2,59.3,0.0,0,0.0,0.0,0.0,29.8,14.5,20.1,1021.8,3.0,15.0,0.75,True,False,False,False,False,False,False,False,False,False,False,13.389166666666666,False
2007-04-11,887.482,192.446,347262.95,3771.0,0.0,1112.0,6421.0,19.8,9.2,14.8,19.8,8.3,14.7,7.2,62.0,0.0,0,0.0,0.0,0.0,38.7,19.3,39.4,1021.9,6.5,14.5,0.79,True,False,False,False,False,False,False,False,False,False,False,13.448055555555555,False
2007-04-12,537.706,147.812,345968.73,2301.0,0.0,541.0,1818.0,23.3,9.6,16.5,23.3,8.2,16.4,7.6,57.9,0.0,0,0.0,0.0,0.0,25.9,13.3,66.5,1018.4,38.5,14.9,0.83,False,False,True,False,False,False,False,False,False,False,False,13.50611111111111,False
2007-04-13,551.022,151.64,345672.7,2366.4,0.0,558.0,1988.0,24.1,14.4,19.1,24.1,14.4,19.1,10.2,57.3,0.0,0,0.0,0.0,0.0,19.4,16.6,2.8,1016.8,70.2,15.4,0.86,False,False,True,False,False,False,False,False,False,False,False,13.564166666666667,False
2007-04-14,554.268,155.61,346050.93,2378.0,0.0,578.0,2008.0,25.7,13.7,19.5,25.7,13.7,19.5,11.9,63.1,0.0,0,0.0,0.0,0.0,27.6,12.2,347.3,1018.6,31.7,10.7,0.9,False,False,True,False,False,False,False,False,False,False,False,13.621944444444445,False
2007-04-15,726.164,171.544,345940.83,3148.6,0.0,1026.0,2893.0,26.1,13.5,20.0,26.1,13.5,20.0,12.9,65.9,0.0,0,0.0,0.0,0.0,30.5,11.1,315.8,1020.3,10.9,8.8,0.93,True,False,False,False,False,False,False,False,False,False,False,13.679722222222223,False
2007-04-16,952.39,186.074,346546.28,4136.4,952.0,1305.0,4656.0,24.8,13.2,18.9,24.8,13.2,18.9,11.1,62.1,0.0,0,0.0,0.0,0.0,37.9,18.1,334.5,1020.8,32.3,9.0,0.96,False,False,True,False,False,False,False,False,False,False,False,13.7375,False
2007-04-17,1223.734,218.354,345881.76,5314.8,1532.0,389.0,6199.0,19.7,11.0,15.6,19.7,11.0,15.6,8.2,62.0,0.0,0,0.0,0.0,0.0,38.5,21.4,3.4,1021.1,37.9,12.1,0.0,False,False,True,False,False,False,False,False,False,False,False,13.794722222222223,False
2007-04-18,998.246,165.224,345811.36,4313.4,1579.0,355.0,3430.0,17.1,7.6,12.7,17.1,6.1,12.3,3.4,55.3,0.0,0,0.0,0.0,0.0,33.9,15.6,33.4,1023.8,39.9,18.9,0.03,False,False,True,False,False,False,False,False,False,False,False,13.851666666666667,False
2007-04-19,1028.658,149.66,346218.97,4400.4,733.0,1605.0,5748.0,19.5,6.5,13.5,19.5,5.7,13.3,2.8,51.1,0.0,0,0.0,0.0,0.0,25.0,14.0,32.6,1020.0,9.3,18.4,0.06,True,False,False,False,False,False,False,False,False,False,False,13.908611111111112,False
2007-04-20,822.58,145.64600000000002,345791.37,3592.6,1069.0,360.0,3499.0,19.9,8.7,14.7,19.9,7.0,14.4,4.1,50.9,0.0,0,0.0,0.0,0.0,38.5,19.7,46.4,1019.0,2.3,16.3,0.1,True,False,False,False,False,False,False,False,False,False,False,13.965,False
2007-04-21,1673.656,212.658,344467.06,7251.4,6575.0,463.0,11129.0,20.9,8.4,14.7,20.9,7.3,14.4,2.5,46.0,0.0,0,0.0,0.0,0.0,30.3,18.7,38.8,1019.8,2.3,24.7,0.13,True,False,False,False,False,False,False,False,False,False,False,14.02138888888889,False
2007-04-22,2233.714,267.194,345036.79,9631.4,4264.0,2287.0,11102.0,24.6,5.0,16.0,24.6,5.0,16.0,4.9,51.8,0.0,0,0.0,0.0,0.0,24.9,8.8,170.2,1020.4,6.5,22.2,0.17,True,False,False,False,False,False,False,False,False,False,False,14.0775,False
2007-04-23,1054.566,135.64,341619.33,4700.4,1402.0,506.0,6005.0,25.4,11.4,19.0,25.4,11.4,19.0,9.3,55.5,0.181,100,8.33,0.0,0.0,32.8,9.5,247.5,1020.7,34.6,17.2,0.2,False,False,False,False,False,True,False,False,False,False,False,14.133055555555556,False
2007-04-24,1032.1,135.264,338896.69,4528.6,1125.0,527.0,6680.0,26.1,12.2,19.9,26.1,12.2,19.9,10.5,57.3,0.0,0,0.0,0.0,0.0,28.5,12.5,200.9,1017.8,70.3,17.6,0.25,False,False,True,False,False,False,False,False,False,False,False,14.188611111111111,False
2007-04-25,1264.162,164.736,338315.2,5555.6,0.0,1469.0,8812.0,27.4,13.6,20.4,26.7,13.6,20.3,9.9,53.4,0.0,0,0.0,0.0,0.0,38.2,24.6,15.4,1013.5,41.5,17.1,0.27,False,False,True,False,False,False,False,False,False,False,False,14.24388888888889,False
2007-04-26,1275.466,163.606,338093.71,5650.2,1324.0,1845.0,7163.0,24.9,12.3,18.2,24.9,12.3,18.2,11.1,64.9,0.0,0,0.0,0.0,0.0,40.9,24.7,6.0,1015.0,50.2,14.2,0.3,False,False,True,False,False,False,False,False,False,False,False,14.298333333333334,False
2007-04-27,1094.332,161.928,338711.28,4770.0,1772.0,545.0,4756.0,26.2,13.5,20.3,26.2,13.5,20.3,11.4,60.3,0.0,0,0.0,0.0,0.0,28.0,12.9,35.1,1017.9,44.5,10.5,0.33,False,False,True,False,False,False,False,False,False,False,False,14.352777777777778,False
2007-04-28,22.738,2.86,4913.71,97.4,0.0,18.0,0.0,26.3,12.8,20.2,26.3,12.8,20.2,11.7,61.9,0.0,0,0.0,0.0,0.0,21.1,9.7,211.0,1019.5,26.9,14.2,0.37,False,False,True,False,False,False,False,False,False,False,False,14.406944444444445,False
2007-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,14.9,18.3,23.6,14.9,18.3,12.5,70.3,9.971,100,33.33,0.0,0.0,38.4,19.0,342.5,1016.2,53.6,13.2,0.4,False,False,False,False,False,True,False,False,False,False,False,14.460555555555555,False
2007-04-30,420.822,71.718,135285.14,1865.8,1214.0,500.0,1131.0,23.5,12.5,17.8,23.5,12.5,17.8,11.7,70.7,0.068,100,16.67,0.0,0.0,38.5,18.9,62.8,1010.5,34.7,12.7,0.43,False,False,False,False,False,True,False,False,False,False,False,14.51388888888889,False
2007-05-01,1663.858,181.608,337937.33,7305.6,4005.0,995.0,8546.0,23.3,12.1,17.8,23.3,12.1,17.8,4.5,42.3,0.0,0,0.0,0.0,0.0,40.3,22.6,71.6,1009.2,17.9,19.5,0.47,True,False,False,False,False,False,False,False,False,False,False,14.566666666666666,True
2007-05-02,1003.486,160.092,339238.19,4523.8,7.0,1490.0,3754.0,21.2,11.7,16.8,21.2,11.7,16.8,4.1,43.5,0.0,0,0.0,0.0,0.0,37.7,21.2,62.3,1009.2,17.2,22.0,0.5,True,False,False,False,False,False,False,False,False,False,False,14.61888888888889,False
2007-05-03,1090.238,150.942,338594.24,4763.0,1906.0,1725.0,7836.0,21.5,9.6,15.8,21.5,9.3,15.8,7.2,60.1,0.021,100,4.17,0.0,0.0,38.0,19.5,37.3,1011.1,21.1,16.1,0.53,False,False,False,False,False,True,False,False,False,False,False,14.671111111111111,False
2007-05-04,998.128,174.74,339422.68,4432.4,2259.0,538.0,3990.0,20.0,10.3,14.1,20.0,10.3,14.1,9.2,73.8,5.616,100,16.67,0.0,0.0,51.8,23.2,352.9,1010.0,57.2,9.7,0.57,False,False,False,False,False,True,False,False,False,False,False,14.7225,False
2007-05-05,1563.052,174.102,338450.43,6820.0,2913.0,2493.0,11303.0,15.9,9.8,12.5,15.9,7.0,12.3,8.5,77.1,1.466,100,12.5,0.0,0.0,48.7,24.5,342.4,1013.9,67.1,10.6,0.6,False,False,False,False,False,True,False,False,False,False,False,14.77361111111111,False
2007-05-06,2102.104,182.336,337549.9,9229.0,3215.0,949.0,10095.0,18.9,6.8,12.5,18.9,4.8,11.8,7.4,72.6,0.0,0,0.0,0.0,0.0,36.8,17.2,308.6,1019.8,49.4,11.8,0.64,False,False,True,False,False,False,False,False,False,False,False,14.824166666666667,False
2007-05-07,1643.664,168.918,337733.24,7172.6,946.0,4935.0,9433.0,18.7,12.8,15.3,18.7,12.8,15.3,11.5,78.6,0.024,100,8.33,0.0,0.0,55.6,27.0,227.6,1017.5,90.1,15.3,0.67,False,False,False,False,True,False,False,False,False,False,False,14.873888888888889,False
2007-05-08,1789.292,181.612,338264.98,7713.2,4581.0,2011.0,8777.0,19.3,12.3,15.8,19.3,12.3,15.8,11.6,77.5,5.741,100,50.0,0.0,0.0,56.7,29.7,257.9,1016.7,88.5,16.9,0.71,False,False,False,False,False,True,False,False,False,False,False,14.923333333333334,True
2007-05-09,1665.736,183.484,338218.16,7280.8,3018.0,5631.0,9474.0,18.6,14.9,16.4,18.6,14.9,16.4,11.8,75.1,0.791,100,16.67,0.0,0.0,60.4,25.4,231.5,1018.1,89.5,18.7,0.74,False,False,False,False,False,True,False,False,False,False,False,14.971944444444444,False
2007-05-10,707.884,168.314,339546.61,3177.8,946.0,534.0,3261.0,23.4,12.1,17.0,23.4,12.1,17.0,10.3,67.1,0.0,0,0.0,0.0,0.0,50.6,27.7,219.3,1012.4,83.8,17.3,0.75,False,False,True,False,False,False,False,False,False,False,False,15.020277777777778,False
2007-05-11,979.154,132.096,338730.85,4359.8,926.0,491.0,6471.0,17.3,12.0,14.6,17.3,12.0,14.6,8.0,65.3,0.463,100,12.5,0.0,0.0,73.6,35.2,223.7,1008.8,88.3,19.3,0.81,False,False,False,False,False,True,False,False,False,False,False,15.067777777777778,False
2007-05-12,1441.566,209.172,338000.98,6279.2,2247.0,1075.0,10408.0,19.5,12.3,15.6,19.5,12.3,15.6,9.5,68.7,0.004,100,4.17,0.0,0.0,49.8,27.4,217.5,1010.3,77.5,18.4,0.85,False,False,False,False,False,True,False,False,False,False,False,15.114722222222222,False
2007-05-13,1634.738,220.67,339420.54,7155.6,3612.0,2414.0,8958.0,23.5,11.3,15.4,23.5,11.3,15.4,9.5,69.3,2.829,100,12.5,0.0,0.0,95.3,36.3,186.9,1005.0,54.0,17.7,0.88,False,False,False,False,False,True,False,False,False,False,False,15.160833333333333,False
2007-05-14,1467.782,298.552,339393.7,6586.8,3176.0,2417.0,5517.0,17.3,10.9,13.6,17.3,10.9,13.6,8.6,72.2,5.617,100,20.83,0.0,0.0,53.6,25.1,217.4,1007.5,79.5,21.8,0.92,False,False,False,False,False,True,False,False,False,False,False,15.206666666666667,False
2007-05-15,904.392,111.182,339281.27,3936.0,0.0,408.0,5318.0,16.0,8.3,11.8,16.0,6.3,11.2,7.5,76.2,0.618,100,12.5,0.0,0.0,45.5,22.6,245.2,1017.4,76.8,15.7,0.95,False,False,False,False,False,True,False,False,False,False,False,15.251111111111111,False
2007-05-16,1692.944,135.894,338775.57,7303.4,2213.0,5756.0,9077.0,17.2,11.2,13.1,17.2,11.2,13.1,9.5,80.5,1.387,100,29.17,0.0,0.0,46.8,25.0,259.1,1013.9,95.4,13.4,0.0,False,False,False,False,True,False,False,False,False,False,False,15.295277777777779,False
2007-05-17,1231.816,131.188,339650.58,5358.2,1014.0,2073.0,7687.0,16.7,11.9,14.6,16.7,11.9,14.6,13.1,90.5,1.717,100,37.5,0.0,0.0,39.3,21.2,285.6,1013.5,97.2,11.5,0.02,False,False,False,False,True,False,False,False,False,False,False,15.338611111111112,True
2007-05-18,1631.53,171.258,339832.22,7022.4,3270.0,3913.0,8116.0,24.0,14.6,18.6,24.0,14.6,18.6,15.1,81.6,2.945,100,12.5,0.0,0.0,31.1,15.5,212.9,1016.9,80.0,12.6,0.05,False,False,False,False,False,True,False,False,False,False,False,15.38111111111111,False
2007-05-19,1429.442,167.858,338320.4,6219.8,4683.0,530.0,7022.0,19.6,13.5,16.4,19.6,13.5,16.4,11.3,72.9,0.492,100,4.17,0.0,0.0,33.8,16.8,303.2,1014.3,89.8,18.2,0.09,False,False,False,False,False,True,False,False,False,False,False,15.422777777777778,False
2007-05-20,1968.328,187.532,338901.29,8555.8,5420.0,1733.0,7611.0,14.7,10.0,12.9,14.7,8.3,12.9,9.1,79.4,9.674,100,45.83,0.0,0.0,34.8,18.8,12.8,1013.3,97.0,14.0,0.12,False,False,False,False,True,False,False,False,False,False,False,15.463333333333333,False
2007-05-21,1120.062,117.28,337956.35,4807.6,0.0,468.0,9060.0,24.1,12.7,17.0,24.1,12.7,17.0,13.4,81.6,0.403,100,12.5,0.0,0.0,28.6,15.9,49.8,1013.6,79.7,9.5,0.15,False,False,False,False,False,True,False,False,False,False,False,15.503333333333334,False
2007-05-22,1132.852,128.916,339092.03,4895.8,931.0,3966.0,3984.0,21.1,13.7,17.6,21.1,13.7,17.6,13.9,79.6,0.005,100,4.17,0.0,0.0,29.9,19.4,301.0,1019.3,61.6,15.8,0.18,False,False,False,False,False,True,False,False,False,False,False,15.5425,False
2007-05-23,1464.936,165.878,338129.99,6332.4,956.0,3792.0,8119.0,22.1,13.4,17.5,22.1,13.4,17.5,12.7,74.6,0.0,0,0.0,0.0,0.0,31.0,15.1,25.2,1020.7,80.5,11.7,0.25,False,False,True,False,False,False,False,False,False,False,False,15.580277777777777,False
2007-05-24,1154.388,135.56,339186.33,4985.4,955.0,4116.0,4746.0,26.1,13.8,20.3,26.1,13.8,20.3,12.9,64.0,0.038,100,4.17,0.0,0.0,24.6,13.1,8.8,1014.7,25.8,15.3,0.25,False,False,False,False,False,True,False,False,False,False,False,15.6175,False
2007-05-25,1614.22,174.588,337603.97,7003.4,8060.0,586.0,6539.0,27.0,15.8,20.1,27.3,15.8,20.1,14.2,70.4,13.858,100,20.83,0.0,0.0,60.0,24.1,348.9,1007.9,54.2,10.1,0.28,False,False,False,False,False,True,False,False,False,False,False,15.653611111111111,False
2007-05-26,1512.248,174.24,338500.64,6570.4,2373.0,2754.0,8628.0,20.7,14.2,16.7,20.7,14.2,16.7,13.9,84.5,0.463,100,8.33,0.0,0.0,41.2,20.8,315.1,1003.4,90.6,9.0,0.32,False,False,False,False,True,False,False,False,False,False,False,15.688888888888888,False
2007-05-27,2153.808,219.894,338268.15,9369.4,4366.0,5534.0,10444.0,14.0,9.0,11.5,14.0,7.4,11.1,8.8,83.6,7.284,100,41.67,0.0,0.0,49.3,19.0,209.4,998.7,84.7,13.6,0.35,False,False,False,False,False,True,False,False,False,False,False,15.722777777777777,False
2007-05-28,1637.468,151.1,338265.47,7087.6,4554.0,473.0,9586.0,13.6,8.5,10.4,13.6,5.1,9.3,8.5,87.7,11.204,100,70.83,0.0,0.0,46.0,24.5,309.9,997.8,92.5,13.3,0.38,False,False,False,False,True,False,False,False,False,False,False,15.755833333333333,True
2007-05-29,1061.34,113.244,339399.86,4618.4,0.0,1907.0,4332.0,16.1,6.8,11.4,16.1,4.5,10.3,4.6,65.6,0.0,0,0.0,0.0,0.0,46.4,23.1,283.3,1010.8,71.2,20.4,0.41,False,False,True,False,False,False,False,False,False,False,False,15.7875,False
2007-05-30,1609.866,147.058,338157.21,6953.0,2250.0,5948.0,7804.0,15.9,9.1,12.6,15.9,8.0,12.5,9.8,82.8,1.779,100,25.0,0.0,0.0,41.7,21.5,178.0,1010.2,79.0,16.5,0.45,False,False,False,False,False,True,False,False,False,False,False,15.818333333333333,False
2007-05-31,938.55,129.586,338539.0,4020.2,935.0,477.0,3552.0,19.4,9.2,13.4,19.4,8.2,13.3,10.1,82.5,5.075,100,33.33,0.0,0.0,45.1,15.6,184.3,1010.5,69.6,15.6,0.48,False,False,False,False,False,True,False,False,False,False,False,15.848055555555556,False
2007-06-01,1044.918,143.182,338630.26,4512.2,0.0,483.0,7664.0,17.6,8.7,13.4,17.6,7.7,13.3,9.7,79.6,0.022,100,8.33,0.0,0.0,37.2,21.2,298.3,1015.8,66.9,17.0,0.5,False,False,False,False,False,True,False,False,False,False,False,15.876666666666667,False
2007-06-02,1484.362,166.108,337635.4,6442.6,3971.0,1250.0,7633.0,23.8,11.3,17.2,23.8,11.3,17.2,11.3,70.8,0.0,0,0.0,0.0,0.0,31.7,16.5,343.7,1022.7,38.1,12.5,0.55,False,False,True,False,False,False,False,False,False,False,False,15.903611111111111,False
2007-06-03,2108.026,182.458,338057.82,9148.2,4985.0,7529.0,8334.0,23.0,13.7,19.1,23.0,13.7,19.1,12.9,68.8,0.415,100,8.33,0.0,0.0,29.4,12.9,353.0,1021.2,35.4,11.7,0.58,False,False,False,False,False,True,False,False,False,False,False,15.929722222222223,False
2007-06-04,911.618,223.192,338037.22,4064.0,1585.0,836.0,4533.0,23.6,16.5,19.6,23.6,16.5,19.6,14.5,73.5,0.496,100,8.33,0.0,0.0,36.9,20.4,7.6,1019.6,82.8,9.0,0.62,False,False,False,False,False,True,False,False,False,False,False,15.954444444444444,False
2007-06-05,1458.892,255.692,337957.58,6429.8,4484.0,1027.0,6448.0,23.8,14.5,19.8,23.8,14.5,19.8,14.0,70.7,0.0,0,0.0,0.0,0.0,34.8,20.0,7.2,1017.7,56.0,11.9,0.66,False,False,True,False,False,False,False,False,False,False,False,15.978055555555555,False
2007-06-06,1693.638,231.06,337620.53,7351.6,3329.0,829.0,11663.0,25.5,14.8,20.0,25.5,14.8,20.0,14.2,71.3,0.0,0,0.0,0.0,0.0,44.4,25.2,12.7,1014.9,30.3,11.0,0.69,False,False,True,False,False,False,False,False,False,False,False,16.00027777777778,False
2007-06-07,985.002,172.334,337649.48,4294.6,985.0,699.0,3959.0,22.2,14.6,18.0,22.2,14.6,18.0,15.1,83.7,0.018,100,4.17,0.0,0.0,37.7,20.5,351.8,1014.6,92.6,5.1,0.73,False,False,False,False,True,False,False,False,False,False,False,16.02138888888889,False
2007-06-08,2148.046,229.732,340124.32,9285.4,2799.0,11440.0,11380.0,22.5,16.8,19.4,22.5,16.8,19.4,16.5,83.7,0.547,100,12.5,0.0,0.0,25.6,14.3,312.1,1016.2,94.6,7.2,0.75,False,False,False,False,True,False,False,False,False,False,False,16.04083333333333,False
2007-06-09,1059.814,226.656,337469.05,4565.2,852.0,596.0,6590.0,23.7,16.4,19.7,23.7,16.4,19.7,15.1,75.8,0.075,100,4.17,0.0,0.0,25.5,13.0,4.9,1017.4,75.1,14.7,0.8,False,False,False,False,False,True,False,False,False,False,False,16.059166666666666,False
2007-06-10,1340.812,239.092,346815.77,5768.2,4202.0,1924.0,5983.0,25.0,15.4,19.8,25.0,15.4,19.8,14.8,74.8,0.018,100,4.17,0.0,0.0,31.7,14.5,16.4,1015.0,43.0,12.2,0.83,False,False,False,False,False,True,False,False,False,False,False,16.07611111111111,False
2007-06-11,794.654,194.63400000000001,346833.72,3481.8,0.0,487.0,5328.0,23.7,16.0,19.8,23.7,16.0,19.8,15.6,78.1,0.281,100,12.5,0.0,0.0,27.7,10.7,322.9,1014.0,80.8,9.2,0.87,False,False,False,False,False,True,False,False,False,False,False,16.091666666666665,False
